epoch,learning_rate,total_loss,normal_mse,fault_direction,fault_magnitude,fault_separation,retention,gradient_cosine,gradient_conflict_fraction,auxiliary_scale
18,0.00026490666646784665,0.036334321737289434,0.036334321737289434,0.0,0.0,0.0,1.0,0.0,0.0,0.0
19,0.0002591060462359573,0.03623828363418579,0.03623828363418579,0.0,0.0,0.0,1.0,0.0,0.0,0.0
20,0.00025293624568031,0.036142144760915214,0.036142144760915214,0.0,0.0,0.0,1.0,0.0,0.0,0.0
21,0.0002464181414529809,0.036041420502322064,0.036041420502322064,0.0,0.0,0.0,1.0,0.0,0.0,0.0
22,0.00023957378875541792,0.035956910525049485,0.035956910525049485,0.0,0.0,0.0,1.0,0.0,0.0,0.0
23,0.0002324263467106209,0.035875258398907525,0.035875258398907525,0.0,0.0,0.0,1.0,0.0,0.0,0.0
24,0.000225,0.03577709284424782,0.03577709284424782,0.0,0.0,0.0,1.0,0.0,0.0,0.0
25,0.00021731987703006933,0.0357078700874533,0.0357078700874533,0.0,0.0,0.0,1.0,0.0,0.0,0.0
26,0.0002094119649058735,0.035630173908812665,0.035630173908812665,0.0,0.0,0.0,1.0,0.0,0.0,0.0
27,0.00020130302149885031,0.035579500296286176,0.035579500296286176,0.0,0.0,0.0,1.0,0.0,0.0,0.0
28,0.00019302048490666353,0.03551730124013765,0.03551730124013765,0.0,0.0,0.0,1.0,0.0,0.0,0.0
29,0.00018459238061136602,0.035456057901893344,0.035456057901893344,0.0,0.0,0.0,1.0,0.0,0.0,0.0
30,0.00017604722665003956,0.03538680053183011,0.03538680053183011,0.0,0.0,0.0,1.0,0.0,0.0,0.0
31,0.00016741393711878453,0.03534808638266155,0.03534808638266155,0.0,0.0,0.0,1.0,0.0,0.0,0.0
32,0.00015872172433657134,0.03529253428748676,0.03529253428748676,0.0,0.0,0.0,1.0,0.0,0.0,0.0
33,0.00015,0.03525577452353069,0.03525577452353069,0.0,0.0,0.0,1.0,0.0,0.0,0.0
34,0.00014127827566342863,0.035214469645704544,0.035214469645704544,0.0,0.0,0.0,1.0,0.0,0.0,0.0
35,0.00013258606288121542,0.03517047699008669,0.03517047699008669,0.0,0.0,0.0,1.0,0.0,0.0,0.0
36,0.00012395277334996044,0.035135166823863986,0.035135166823863986,0.0,0.0,0.0,1.0,0.0,0.0,0.0
37,0.00011540761938863397,0.03510809740849904,0.03510809740849904,0.0,0.0,0.0,1.0,0.0,0.0,0.0
38,0.0001069795150933365,0.035073617739336836,0.035073617739336836,0.0,0.0,0.0,1.0,0.0,0.0,0.0
39,9.869697850114969e-05,0.035051515919821606,0.035051515919821606,0.0,0.0,0.0,1.0,0.0,0.0,0.0
40,9.058803509412646e-05,0.03502039209008217,0.03502039209008217,0.0,0.0,0.0,1.0,0.0,0.0,0.0
41,8.268012296993067e-05,0.034996670769793646,0.034996670769793646,0.0,0.0,0.0,1.0,0.0,0.0,0.0
42,7.500000000000002e-05,0.03497596848011017,0.03497596848011017,0.0,0.0,0.0,1.0,0.0,0.0,0.0
43,6.75736532893791e-05,0.03495824365956443,0.03495824365956443,0.0,0.0,0.0,1.0,0.0,0.0,0.0
44,6.04262112445821e-05,0.034935908615589144,0.034935908615589144,0.0,0.0,0.0,1.0,0.0,0.0,0.0
45,5.358185854701909e-05,0.03492080692734038,0.03492080692734038,0.0,0.0,0.0,1.0,0.0,0.0,0.0
46,4.706375431968997e-05,0.03491004043391773,0.03491004043391773,0.0,0.0,0.0,1.0,0.0,0.0,0.0
47,4.089395376404269e-05,0.03489129975012371,0.03489129975012371,0.0,0.0,0.0,1.0,0.0,0.0,0.0
48,3.509333353215331e-05,0.03488129294770105,0.03488129294770105,0.0,0.0,0.0,1.0,0.0,0.0,0.0
49,2.9681521086743422e-05,0.034870217995984214,0.034870217995984214,0.0,0.0,0.0,1.0,0.0,0.0,0.0
50,2.4676828288059558e-05,0.03486215941395079,0.03486215941395079,0.0,0.0,0.0,1.0,0.0,0.0,0.0
51,2.009618943233419e-05,0.034855421475001744,0.034855421475001744,0.0,0.0,0.0,1.0,0.0,0.0,0.0
52,1.5955103951488173e-05,0.03484734115856035,0.03484734115856035,0.0,0.0,0.0,1.0,0.0,0.0,0.0
53,1.2267583967958916e-05,0.034838905274868014,0.034838905274868014,0.0,0.0,0.0,1.0,0.0,0.0,0.0
54,9.046106882113751e-06,0.034836729139089584,0.034836729139089584,0.0,0.0,0.0,1.0,0.0,0.0,0.0
55,6.301573152676664e-06,0.034829727602856506,0.034829727602856506,0.0,0.0,0.0,1.0,0.0,0.0,0.0
56,4.043269413026429e-06,0.03482759049960545,0.03482759049960545,0.0,0.0,0.0,1.0,0.0,0.0,0.0
57,2.2788370481687965e-06,0.034825695876564304,0.034825695876564304,0.0,0.0,0.0,1.0,0.0,0.0,0.0
58,1.0142463387085464e-06,0.03482448296036039,0.03482448296036039,0.0,0.0,0.0,1.0,0.0,0.0,0.0
59,2.5377625930977363e-07,0.03482586542197637,0.03482586542197637,0.0,0.0,0.0,1.0,0.0,0.0,0.0
60,0.0,0.034822469804968156,0.034822469804968156,0.0,0.0,0.0,1.0,0.0,0.0,0.0
