file_id,relative_path,machine_type,section,condition,domain,dataset_split,sample_rate,frames,duration_seconds,channels,subtype,near_cache_file,near_vector_count,residual_cache_file,residual_vector_count,reference_anomaly_score,candidate_anomaly_score,near_logmel_mean_db,residual_logmel_mean_db,residual_minus_near_logmel_db,feature_shift_l1_db,score_delta_b01_minus_b00,absolute_score_delta
ToyCar/test/section_00_source_test_anomaly_0047_noAttribute.wav,ToyCar/test/section_00_source_test_anomaly_0047_noAttribute.wav,ToyCar,section_00,anomaly,source,dev_test,16000,176000,11.0,2,PCM_16,features/d578e0405cd6e5168ad5257caabcf9b94eefa2d4a11379abc25df52e3b9b0f01.npz,340,features/d578e0405cd6e5168ad5257caabcf9b94eefa2d4a11379abc25df52e3b9b0f01.npz,340,10.102766544117648,9.844821059283088,-19.606464385986328,-19.81633758544922,-0.20987262440717935,0.4112698200202698,-0.2579454848345595,0.2579454848345595
ToyCar/test/section_00_source_test_anomaly_0049_noAttribute.wav,ToyCar/test/section_00_source_test_anomaly_0049_noAttribute.wav,ToyCar,section_00,anomaly,source,dev_test,16000,176000,11.0,2,PCM_16,features/13d8218402fd617aeecfc3913a4533b9be7385404a98ce53a285e401322dc22a.npz,340,features/13d8218402fd617aeecfc3913a4533b9be7385404a98ce53a285e401322dc22a.npz,340,9.763910271139704,9.6025341796875,-20.550905227661133,-20.73680305480957,-0.18589866762089152,0.3862331524815418,-0.16137609145220289,0.16137609145220289
ToyCar/test/section_00_source_test_anomaly_0051_noAttribute.wav,ToyCar/test/section_00_source_test_anomaly_0051_noAttribute.wav,ToyCar,section_00,anomaly,source,dev_test,16000,176000,11.0,2,PCM_16,features/fee0bf1637a14ba5b6610a63abe38231305bcdee6a5512acaedf772c2a9e7df9.npz,340,features/fee0bf1637a14ba5b6610a63abe38231305bcdee6a5512acaedf772c2a9e7df9.npz,340,9.990742474724264,10.045933478860292,-21.860546112060547,-22.197174072265625,-0.3366258175160275,0.5087050831788731,0.05519100413602729,0.05519100413602729
ToyCar/test/section_00_source_test_anomaly_0060_noAttribute.wav,ToyCar/test/section_00_source_test_anomaly_0060_noAttribute.wav,ToyCar,section_00,anomaly,source,dev_test,16000,176000,11.0,2,PCM_16,features/4d324b342c5e3f72ab6c2a1d17211ae3d6f5407a421bf11d2d8eff1008242cba.npz,340,features/4d324b342c5e3f72ab6c2a1d17211ae3d6f5407a421bf11d2d8eff1008242cba.npz,340,10.611964901194852,10.503244772518382,-21.37746238708496,-21.62348175048828,-0.2460171181395553,0.39137778791402256,-0.1087201286764703,0.1087201286764703
ToyCar/test/section_00_source_test_anomaly_0064_noAttribute.wav,ToyCar/test/section_00_source_test_anomaly_0064_noAttribute.wav,ToyCar,section_00,anomaly,source,dev_test,16000,176000,11.0,2,PCM_16,features/e3cb39e396eea2cb07a8b75e9e5b4ccafe734a4f5e25dfd978299256239a4141.npz,340,features/e3cb39e396eea2cb07a8b75e9e5b4ccafe734a4f5e25dfd978299256239a4141.npz,340,9.814443359375,9.711097196691176,-20.321826934814453,-20.517221450805664,-0.19539427141981164,0.3941344683856917,-0.1033461626838239,0.1033461626838239
ToyCar/test/section_00_source_test_anomaly_0067_noAttribute.wav,ToyCar/test/section_00_source_test_anomaly_0067_noAttribute.wav,ToyCar,section_00,anomaly,source,dev_test,16000,176000,11.0,2,PCM_16,features/913c45c905a55f48155773af334cf9c51d2b54bbdb8cc5a527c85fc7860a0a07.npz,340,features/913c45c905a55f48155773af334cf9c51d2b54bbdb8cc5a527c85fc7860a0a07.npz,340,10.259813878676471,10.248355641084558,-21.608144760131836,-21.82293128967285,-0.21478576999306048,0.4487706800859277,-0.011458237591913445,0.011458237591913445
ToyCar/test/section_00_source_test_anomaly_0081_noAttribute.wav,ToyCar/test/section_00_source_test_anomaly_0081_noAttribute.wav,ToyCar,section_00,anomaly,source,dev_test,16000,176000,11.0,2,PCM_16,features/c8548e7d1fd92ff3776a5807bf550c41ec6d8335296845e345028044025bc963.npz,340,features/c8548e7d1fd92ff3776a5807bf550c41ec6d8335296845e345028044025bc963.npz,340,9.609953469669115,9.863557559742649,-21.3045597076416,-21.56043243408203,-0.25587229860272875,0.44019224435659016,0.2536040900735337,0.2536040900735337
ToyCar/test/section_00_source_test_anomaly_0082_noAttribute.wav,ToyCar/test/section_00_source_test_anomaly_0082_noAttribute.wav,ToyCar,section_00,anomaly,source,dev_test,16000,176000,11.0,2,PCM_16,features/64ae6188120f7e70b95f1f5158d0079ac137a66fd2489fbf3ba1a1396d7fdd4b.npz,340,features/64ae6188120f7e70b95f1f5158d0079ac137a66fd2489fbf3ba1a1396d7fdd4b.npz,340,10.036283318014704,9.952629250919118,-20.923341751098633,-21.141889572143555,-0.21854680487629782,0.43090522557443606,-0.0836540670955852,0.0836540670955852
ToyCar/test/section_00_source_test_anomaly_0084_noAttribute.wav,ToyCar/test/section_00_source_test_anomaly_0084_noAttribute.wav,ToyCar,section_00,anomaly,source,dev_test,16000,176000,11.0,2,PCM_16,features/411237bb2c94134dabbe88eed6f8b5ffd598f9c0b3580cb726b7eb3b33c39ccd.npz,340,features/411237bb2c94134dabbe88eed6f8b5ffd598f9c0b3580cb726b7eb3b33c39ccd.npz,340,9.612991153492649,9.757846966911766,-20.792789459228516,-21.078350067138672,-0.2855597529772438,0.48931347326752983,0.14485581341911669,0.14485581341911669
ToyCar/test/section_00_source_test_anomaly_0090_noAttribute.wav,ToyCar/test/section_00_source_test_anomaly_0090_noAttribute.wav,ToyCar,section_00,anomaly,source,dev_test,16000,176000,11.0,2,PCM_16,features/e34881a123fc5c2024cf37dc0475ec9b6b45657bb23c25eac1737509ac54f15c.npz,340,features/e34881a123fc5c2024cf37dc0475ec9b6b45657bb23c25eac1737509ac54f15c.npz,340,9.64432071461397,9.754589269301473,-21.665546417236328,-21.99581527709961,-0.33026864178743326,0.47952210797994027,0.11026855468750263,0.11026855468750263
ToyCar/test/section_00_source_test_anomaly_0091_noAttribute.wav,ToyCar/test/section_00_source_test_anomaly_0091_noAttribute.wav,ToyCar,section_00,anomaly,source,dev_test,16000,176000,11.0,2,PCM_16,features/62ab6020eb366bc06e933d36ba0e59e2a54061170ce5cf324829af351c7e4bf0.npz,340,features/62ab6020eb366bc06e933d36ba0e59e2a54061170ce5cf324829af351c7e4bf0.npz,340,9.552730928308824,9.670294117647058,-21.409469604492188,-21.706636428833008,-0.2971664830687396,0.46998648785321134,0.11756318933823451,0.11756318933823451
ToyCar/test/section_00_source_test_anomaly_0094_noAttribute.wav,ToyCar/test/section_00_source_test_anomaly_0094_noAttribute.wav,ToyCar,section_00,anomaly,source,dev_test,16000,176000,11.0,2,PCM_16,features/54deadb9eb70943d0f54032b40b8358ce19a859d4756a5d14dd61ff4813304ee.npz,340,features/54deadb9eb70943d0f54032b40b8358ce19a859d4756a5d14dd61ff4813304ee.npz,340,10.48207634420956,10.521493853400736,-22.07394790649414,-22.373403549194336,-0.29945571157847967,0.5040296110821417,0.03941750919117659,0.03941750919117659
ToyCar/test/section_00_source_test_anomaly_0095_noAttribute.wav,ToyCar/test/section_00_source_test_anomaly_0095_noAttribute.wav,ToyCar,section_00,anomaly,source,dev_test,16000,176000,11.0,2,PCM_16,features/3e10a3b760afffa5f890d7ffe17dbd4c8ef07e90cbe940e755ffc143aece6e29.npz,340,features/3e10a3b760afffa5f890d7ffe17dbd4c8ef07e90cbe940e755ffc143aece6e29.npz,340,10.155817440257351,10.081208639705885,-20.303546905517578,-20.51955795288086,-0.21600834053875273,0.4160198792175492,-0.07460880055146646,0.07460880055146646
ToyCar/test/section_00_source_test_anomaly_0096_noAttribute.wav,ToyCar/test/section_00_source_test_anomaly_0096_noAttribute.wav,ToyCar,section_00,anomaly,source,dev_test,16000,176000,11.0,2,PCM_16,features/f9926f777f70171467ee89d0b268a14f4797ee8c58d6f0a449dc2b9cd90cb6aa.npz,340,features/f9926f777f70171467ee89d0b268a14f4797ee8c58d6f0a449dc2b9cd90cb6aa.npz,340,11.186940487132352,11.291744600183824,-21.313385009765625,-21.562955856323242,-0.24957014176914846,0.43072176817589825,0.10480411305147186,0.10480411305147186
ToyCar/test/section_00_source_test_anomaly_0097_noAttribute.wav,ToyCar/test/section_00_source_test_anomaly_0097_noAttribute.wav,ToyCar,section_00,anomaly,source,dev_test,16000,176000,11.0,2,PCM_16,features/82098c98ba303aab9e68598152246566294e191070a132c1cbeb60cb487683c2.npz,340,features/82098c98ba303aab9e68598152246566294e191070a132c1cbeb60cb487683c2.npz,340,9.496438419117649,9.623802849264706,-19.032238006591797,-19.191753387451172,-0.1595156368792968,0.33307094384663266,0.12736443014705756,0.12736443014705756
ToyCar/test/section_00_source_test_anomaly_0103_noAttribute.wav,ToyCar/test/section_00_source_test_anomaly_0103_noAttribute.wav,ToyCar,section_00,anomaly,source,dev_test,16000,176000,11.0,2,PCM_16,features/df6d68bb5010c0196c0ef60206fb162309c0454f5441edcab1a019e20738aeba.npz,340,features/df6d68bb5010c0196c0ef60206fb162309c0454f5441edcab1a019e20738aeba.npz,340,9.879346277573529,10.000634478400736,-21.089048385620117,-21.336318969726562,-0.24726978378599884,0.4401592377785974,0.12128820082720715,0.12128820082720715
ToyCar/test/section_00_source_test_anomaly_0104_noAttribute.wav,ToyCar/test/section_00_source_test_anomaly_0104_noAttribute.wav,ToyCar,section_00,anomaly,source,dev_test,16000,176000,11.0,2,PCM_16,features/ae0a121cde50a15fe6bf6e8d5db4543b55225c355b7ac101594667b2ff3450af.npz,340,features/ae0a121cde50a15fe6bf6e8d5db4543b55225c355b7ac101594667b2ff3450af.npz,340,9.971154928768382,10.016404957490808,-19.909404754638672,-20.154611587524414,-0.24520676684114573,0.4169773845255157,0.04525002872242645,0.04525002872242645
ToyCar/test/section_00_source_test_anomaly_0106_noAttribute.wav,ToyCar/test/section_00_source_test_anomaly_0106_noAttribute.wav,ToyCar,section_00,anomaly,source,dev_test,16000,176000,11.0,2,PCM_16,features/cb25f0ec33b4d15853ab6a461ee813eaf9415796e8911552a72b9884d9f17618.npz,340,features/cb25f0ec33b4d15853ab6a461ee813eaf9415796e8911552a72b9884d9f17618.npz,340,9.724975298713236,9.74625861672794,-21.385236740112305,-21.692115783691406,-0.3068817389610037,0.49608486961297865,0.021283318014704733,0.021283318014704733
ToyCar/test/section_00_source_test_anomaly_0107_noAttribute.wav,ToyCar/test/section_00_source_test_anomaly_0107_noAttribute.wav,ToyCar,section_00,anomaly,source,dev_test,16000,176000,11.0,2,PCM_16,features/432a8202e39e8d888b69337ac95595ed4b00c3097de0d80857b774d06a41796f.npz,340,features/432a8202e39e8d888b69337ac95595ed4b00c3097de0d80857b774d06a41796f.npz,340,9.7920703125,9.735389476102942,-22.136337280273438,-22.4532413482666,-0.31690407060554915,0.4998954153207969,-0.05668083639705834,0.05668083639705834
ToyCar/test/section_00_source_test_anomaly_0120_noAttribute.wav,ToyCar/test/section_00_source_test_anomaly_0120_noAttribute.wav,ToyCar,section_00,anomaly,source,dev_test,16000,176000,11.0,2,PCM_16,features/e5d381aa528cd3468748481a47a3cb04c6526e5a9978dd52c120b93426fc4d3d.npz,340,features/e5d381aa528cd3468748481a47a3cb04c6526e5a9978dd52c120b93426fc4d3d.npz,340,10.060149356617648,9.982580422794118,-21.185192108154297,-21.457746505737305,-0.27255119688409823,0.4790184126052695,-0.07756893382352992,0.07756893382352992
ToyCar/test/section_00_source_test_anomaly_0131_noAttribute.wav,ToyCar/test/section_00_source_test_anomaly_0131_noAttribute.wav,ToyCar,section_00,anomaly,source,dev_test,16000,176000,11.0,2,PCM_16,features/e9fd48e86cd5055b9da576a9a8fb43b9897520574ca862c526ab0117c9a955e2.npz,340,features/e9fd48e86cd5055b9da576a9a8fb43b9897520574ca862c526ab0117c9a955e2.npz,340,10.265467313878675,10.31919921875,-20.0743465423584,-20.290327072143555,-0.21598122711643072,0.34909144015910204,0.0537319048713254,0.0537319048713254
ToyCar/test/section_00_source_test_anomaly_0138_noAttribute.wav,ToyCar/test/section_00_source_test_anomaly_0138_noAttribute.wav,ToyCar,section_00,anomaly,source,dev_test,16000,176000,11.0,2,PCM_16,features/e568112d011e22f00e34660c2d4cdfb0a2cb1ecbafda3ce740a3257411e0ad54.npz,340,features/e568112d011e22f00e34660c2d4cdfb0a2cb1ecbafda3ce740a3257411e0ad54.npz,340,10.22317813648897,10.332272231158088,-22.77150535583496,-23.022485733032227,-0.2509807177386895,0.41108176985951694,0.10909409466911768,0.10909409466911768
ToyCar/test/section_00_source_test_anomaly_0139_noAttribute.wav,ToyCar/test/section_00_source_test_anomaly_0139_noAttribute.wav,ToyCar,section_00,anomaly,source,dev_test,16000,176000,11.0,2,PCM_16,features/b02590b44e88500e578209496404c36fbff42c9951fe1e7e9570d93d6e9c157b.npz,340,features/b02590b44e88500e578209496404c36fbff42c9951fe1e7e9570d93d6e9c157b.npz,340,9.962204733455884,9.965226332720588,-20.767961502075195,-21.009340286254883,-0.24138022222185154,0.4333005822004939,0.0030215992647040224,0.0030215992647040224
ToyCar/test/section_00_source_test_anomaly_0143_noAttribute.wav,ToyCar/test/section_00_source_test_anomaly_0143_noAttribute.wav,ToyCar,section_00,anomaly,source,dev_test,16000,176000,11.0,2,PCM_16,features/41f9a817a178c570b478444529696e95c3923bd486142117355119dcc296063d.npz,340,features/41f9a817a178c570b478444529696e95c3923bd486142117355119dcc296063d.npz,340,10.752464958639706,10.72375430836397,-21.22064781188965,-21.512025833129883,-0.29137898037096926,0.47651925197563366,-0.028710650275735716,0.028710650275735716
ToyCar/test/section_00_source_test_anomaly_0145_noAttribute.wav,ToyCar/test/section_00_source_test_anomaly_0145_noAttribute.wav,ToyCar,section_00,anomaly,source,dev_test,16000,176000,11.0,2,PCM_16,features/adaf8646e271a161a96523520e810438e888f851f753f23f41821d25216da59b.npz,340,features/adaf8646e271a161a96523520e810438e888f851f753f23f41821d25216da59b.npz,340,10.421200884650736,10.294331341911764,-21.125686645507812,-21.359121322631836,-0.23343628774201775,0.4115359191154705,-0.12686954273897122,0.12686954273897122
ToyCar/test/section_00_source_test_anomaly_0146_noAttribute.wav,ToyCar/test/section_00_source_test_anomaly_0146_noAttribute.wav,ToyCar,section_00,anomaly,source,dev_test,16000,176000,11.0,2,PCM_16,features/7112e4095c1da020ae49e513d9158a69cfc7bcfc3ab313b451020af33c346187.npz,340,features/7112e4095c1da020ae49e513d9158a69cfc7bcfc3ab313b451020af33c346187.npz,340,10.511960018382354,10.389494772518384,-19.174694061279297,-19.367977142333984,-0.19328624625046895,0.3946433182073505,-0.12246524586396923,0.12246524586396923
ToyCar/test/section_00_source_test_anomaly_0152_noAttribute.wav,ToyCar/test/section_00_source_test_anomaly_0152_noAttribute.wav,ToyCar,section_00,anomaly,source,dev_test,16000,176000,11.0,2,PCM_16,features/70617d0a47792293bf42265a06609c02eb43429974b134e2a1943f250ed775f2.npz,340,features/70617d0a47792293bf42265a06609c02eb43429974b134e2a1943f250ed775f2.npz,340,9.999485581341911,10.005861385569853,-20.085451126098633,-20.342748641967773,-0.2572984441715828,0.43367559814306267,0.006375804227941373,0.006375804227941373
ToyCar/test/section_00_source_test_anomaly_0164_noAttribute.wav,ToyCar/test/section_00_source_test_anomaly_0164_noAttribute.wav,ToyCar,section_00,anomaly,source,dev_test,16000,176000,11.0,2,PCM_16,features/f31565badb15780623cbf7acaa6444c69cdee6454bd5cc2eac386202c14c5a39.npz,340,features/f31565badb15780623cbf7acaa6444c69cdee6454bd5cc2eac386202c14c5a39.npz,340,10.31510857077206,10.607761661305148,-21.431480407714844,-21.650646209716797,-0.21916570532043325,0.39010374269264075,0.2926530905330882,0.2926530905330882
ToyCar/test/section_00_source_test_anomaly_0167_noAttribute.wav,ToyCar/test/section_00_source_test_anomaly_0167_noAttribute.wav,ToyCar,section_00,anomaly,source,dev_test,16000,176000,11.0,2,PCM_16,features/c1ac70f9cb8f11d0fe30ab4b0c5fec27557bd4b094c9104473128939a8882079.npz,340,features/c1ac70f9cb8f11d0fe30ab4b0c5fec27557bd4b094c9104473128939a8882079.npz,340,10.64657111672794,10.511908892463236,-20.745487213134766,-21.05076789855957,-0.30527822137355876,0.49943034672756886,-0.1346622242647051,0.1346622242647051
ToyCar/test/section_00_source_test_anomaly_0170_noAttribute.wav,ToyCar/test/section_00_source_test_anomaly_0170_noAttribute.wav,ToyCar,section_00,anomaly,source,dev_test,16000,176000,11.0,2,PCM_16,features/8ebfd1e38fe25254dc6811456abbfd2aa055139133e26a55f16f4eb46fab1fc7.npz,340,features/8ebfd1e38fe25254dc6811456abbfd2aa055139133e26a55f16f4eb46fab1fc7.npz,340,9.97522891773897,9.991775620404413,-21.656068801879883,-21.967571258544922,-0.3115009901105505,0.4934850896911196,0.016546702665442226,0.016546702665442226
ToyCar/test/section_00_source_test_anomaly_0176_noAttribute.wav,ToyCar/test/section_00_source_test_anomaly_0176_noAttribute.wav,ToyCar,section_00,anomaly,source,dev_test,16000,176000,11.0,2,PCM_16,features/c5f88b84cfe7a0bb1f755cc02ebec236f818472934b9e32a04a8caa4fabecbea.npz,340,features/c5f88b84cfe7a0bb1f755cc02ebec236f818472934b9e32a04a8caa4fabecbea.npz,340,9.938146254595589,10.151193991268382,-19.378868103027344,-19.56060218811035,-0.1817325386558516,0.3879751498668097,0.21304773667279342,0.21304773667279342
ToyCar/test/section_00_source_test_anomaly_0180_noAttribute.wav,ToyCar/test/section_00_source_test_anomaly_0180_noAttribute.wav,ToyCar,section_00,anomaly,source,dev_test,16000,176000,11.0,2,PCM_16,features/b53a02b00ddb1ce1beac2a4c02913882daaabc45fdf1db9693183f35b4327f09.npz,340,features/b53a02b00ddb1ce1beac2a4c02913882daaabc45fdf1db9693183f35b4327f09.npz,340,10.198948184742648,10.130040498621325,-22.089113235473633,-22.388938903808594,-0.2998264557251167,0.5145800325864102,-0.0689076861213227,0.0689076861213227
ToyCar/test/section_00_source_test_anomaly_0187_noAttribute.wav,ToyCar/test/section_00_source_test_anomaly_0187_noAttribute.wav,ToyCar,section_00,anomaly,source,dev_test,16000,176000,11.0,2,PCM_16,features/c47172bce75c57e2fb356879a382749ffbcb7f9a757466885c4d6318feadcb6b.npz,340,features/c47172bce75c57e2fb356879a382749ffbcb7f9a757466885c4d6318feadcb6b.npz,340,9.867401194852942,9.869423828125,-20.87027359008789,-21.115421295166016,-0.24514625744808602,0.43843514131545924,0.0020226332720589824,0.0020226332720589824
