epoch,learning_rate,total_loss,normal_mse,fault_direction,fault_magnitude,fault_separation,retention,gradient_cosine,gradient_conflict_fraction,auxiliary_scale,tangent_transport,function_anchor,tangent_relative_error,function_anchor_ratio,optimizer_steps,skipped_optimizer_steps,amp_scale
14,3.217008081777726e-05,0.9717988617760795,0.03340747367909977,0.0,0.0,0.0,0.6341347224371774,0.0,0.0,1.0,0.9376670057432993,7.243835842902107e-05,0.6675207453455244,0.07779625515426909,55,0,4096.0
15,2.9341204441673266e-05,0.9718444589206151,0.03339921359504972,0.0,0.0,0.0,0.6339755241530283,0.0,0.0,1.0,0.9373583884239197,0.00010868593596803424,0.6675163557870047,0.07849137555701392,55,0,4096.0
16,2.6453620722761896e-05,0.9715292587280274,0.03340744053891727,0.0,0.0,0.0,0.6345658262797765,0.0,0.0,1.0,0.9369265007291522,0.00011953148618340493,0.6671357449804034,0.07821074792316983,55,0,4096.0
17,2.3546379277238107e-05,0.9713598555837359,0.03339411733405931,0.0,0.0,0.0,0.634317299434117,0.0,0.0,1.0,0.9367135510444642,0.00012521832204843771,0.6670817676952907,0.07998855142082488,55,0,4096.0
18,2.0658795558326743e-05,0.9703809161867415,0.03339334384884153,0.0,0.0,0.0,0.634499266079494,0.0,0.0,1.0,0.9362907546588354,6.968225076395486e-05,0.6669028657504491,0.07919514578580857,55,0,4096.0
19,1.7829919182222752e-05,0.9704909480639867,0.033386257014104304,0.0,0.0,0.0,0.6345536905016218,0.0,0.0,1.0,0.9362457557405744,8.589352683130918e-05,0.6667418022155762,0.07991710655178343,55,0,4096.0
20,1.509800584902108e-05,0.9701285388810295,0.033390070761953085,0.0,0.0,0.0,0.6350132188115801,0.0,0.0,1.0,0.9359032589367459,8.35207345496331e-05,0.6664560001918248,0.08004947061198099,55,0,4096.0
21,1.2500000000000006e-05,0.9694108037948609,0.03338980592574392,0.0,0.0,0.0,0.6349520180565971,0.0,0.0,1.0,0.9350901261057173,9.308695919545634e-05,0.6662955693517413,0.08111636820009777,55,0,4096.0
22,1.0071035207430352e-05,0.9688946102687291,0.03337062108516693,0.0,0.0,0.0,0.6348454266275679,0.0,0.0,1.0,0.93497466979708,5.493230366015009e-05,0.6663166582243784,0.08126706075668336,55,0,4096.0
23,7.843959053281663e-06,0.9687077898297992,0.0333715863611017,0.0,0.0,0.0,0.6352049820082529,0.0,0.0,1.0,0.9349773718288967,3.588302426838449e-05,0.6661186826569694,0.08115596996034895,55,0,4096.0
24,5.848888922025553e-06,0.968526374408177,0.03337475892049926,0.0,0.0,0.0,0.6352314159529551,0.0,0.0,1.0,0.9348020319257464,3.495841109127339e-05,0.6660940200260708,0.08115420600346157,55,0,4096.0
25,4.112804714676594e-06,0.9678782785279411,0.033371770956686565,0.0,0.0,0.0,0.6351500057492938,0.0,0.0,1.0,0.9341631178174701,3.433888755223182e-05,0.6660730409622193,0.08207862865073341,55,0,4096.0
26,2.659183991914696e-06,0.9679937964166915,0.033369248343365535,0.0,0.0,0.0,0.6351619306291854,0.0,0.0,1.0,0.9343565399987358,2.6800461080191393e-05,0.6660290886334012,0.08231263438292913,55,0,4096.0
27,1.5076844803522922e-06,0.9681529703140259,0.033371975507055014,0.0,0.0,0.0,0.635124235357557,0.0,0.0,1.0,0.9346704728262766,1.1052236875652203e-05,0.6660073137964522,0.08274540621042252,55,0,4096.0
28,6.738782355044049e-07,0.9674545743806022,0.033372175655194694,0.0,0.0,0.0,0.635183960233416,0.0,0.0,1.0,0.9339856113706317,9.678641982775714e-06,0.665969103540693,0.08284380139623371,55,0,4096.0
29,1.6904105645142444e-07,0.9675122323036195,0.03337259777528899,0.0,0.0,0.0,0.6351924529756819,0.0,0.0,1.0,0.9340730917794364,6.654079346584955e-06,0.6659618523461479,0.08308553382328579,55,0,4096.0
30,0.0,0.9677006996699743,0.033373264295714244,0.0,0.0,0.0,0.6352050169536047,0.0,0.0,1.0,0.9342928098951068,3.4626343320789084e-06,0.6659541138921465,0.08302419450453351,55,0,4096.0
